geneID,transcriptID,protID
ENSG00000004059,ENST00000000233,sp|P84085|ARF5_HUMAN
ENSG00000157429,ENST00000288177,sp|P17023|ZNF19_HUMAN
ENSG00000157450,ENST00000348370,sp|Q6ZNA4|RN111_HUMAN
ENSG00000157456,ENST00000288207,sp|O95067|CCNB2_HUMAN
ENSG00000187672,ENST00000288221,sp|O15083|ERC2_HUMAN
ENSG00000157470,ENST00000288228,sp|Q8TBF8|FA81A_HUMAN
ENSG00000157483,ENST00000288235,sp|Q12965|MYO1E_HUMAN
ENSG00000137309,ENST00000347617,sp|P17096|HMGA1_HUMAN
ENSG00000157500,ENST00000288266,sp|Q9UKG1|DP13A_HUMAN
ENSG00000157554,ENST00000288319,sp|P11308|ERG_HUMAN
ENSG00000046889,ENST00000288368,sp|Q70Z35|PREX2_HUMAN
ENSG00000157653,ENST00000288462,sp|Q8TAL5|CI043_HUMAN
ENSG00000157680,ENST00000288490,sp|O75912|DGKI_HUMAN
ENSG00000157693,ENST00000288502,sp|Q5VZI3|TM268_HUMAN
ENSG00000110871,ENST00000288532,sp|Q5HYK3|COQ5_HUMAN
ENSG00000157778,ENST00000288607,sp|Q9BT73|PSMG3_HUMAN
ENSG00000157782,ENST00000288616,sp|Q9NZU7|CABP1_HUMAN
ENSG00000157827,ENST00000288670,sp|Q96PY5|FMNL2_HUMAN
ENSG00000157837,ENST00000353487,sp|Q8TCT6|SPPL3_HUMAN
ENSG00000157851,ENST00000288699,sp|Q9BPU6|DPYL5_HUMAN
ENSG00000157856,ENST00000288710,sp|Q96MC2|DRC1_HUMAN
ENSG00000157895,ENST00000288757,sp|Q96C57|CSTOS_HUMAN
ENSG00000137834,ENST00000288840,sp|O43541|SMAD6_HUMAN
ENSG00000157884,ENST00000288861,sp|A0PJX0|CIB4_HUMAN
ENSG00000158023,ENST00000288912,sp|Q8TBY9|CF251_HUMAN
ENSG00000158042,ENST00000288937,sp|Q9NRX2|RM17_HUMAN
ENSG00000158050,ENST00000288943,sp|Q05923|DUS2_HUMAN
ENSG00000158079,ENST00000288976,sp|A2A3K4|PTPC1_HUMAN
ENSG00000158092,ENST00000288986,sp|P16333|NCK1_HUMAN
ENSG00000158089,ENST00000349752,sp|Q96FL9|GLT14_HUMAN
ENSG00000158106,ENST00000289013,sp|Q8TCX5|RHPN1_HUMAN
ENSG00000158169,ENST00000289081,sp|Q00597|FANCC_HUMAN
ENSG00000158186,ENST00000289104,sp|O14807|RASM_HUMAN
ENSG00000158201,ENST00000289119,sp|Q8WU67|ABHD3_HUMAN
ENSG00000158246,ENST00000289166,sp|Q96A09|TET5B_HUMAN
ENSG00000115073,ENST00000289228,sp|P42025|ACTY_HUMAN
ENSG00000158315,ENST00000289248,sp|Q9NX52|RHBL2_HUMAN
ENSG00000243232,ENST00000289269,sp|Q9Y5I4|PCDC2_HUMAN
ENSG00000239389,ENST00000289272,sp|Q9Y5I0|PCDAD_HUMAN
ENSG00000158352,ENST00000289292,sp|Q9ULL8|SHRM4_HUMAN
ENSG00000158411,ENST00000289359,sp|Q8WV92|MITD1_HUMAN
ENSG00000026950,ENST00000289361,sp|O00481|BT3A1_HUMAN
ENSG00000158417,ENST00000289371,sp|O60841|IF2P_HUMAN
ENSG00000158164,ENST00000289373,sp|P0CG34|TB15A_HUMAN
ENSG00000158435,ENST00000289382,sp|Q9UKZ1|CNO11_HUMAN
ENSG00000158428,ENST00000289388,sp|Q7Z7H3|CATIP_HUMAN
ENSG00000005187,ENST00000289416,sp|Q53FZ2|ACSM3_HUMAN
ENSG00000158477,ENST00000289429,sp|P06126|CD1A_HUMAN
ENSG00000158480,ENST00000289431,sp|Q9UM82|SPAT2_HUMAN
ENSG00000158497,ENST00000289448,sp|O97980|HMHB1_HUMAN
ENSG00000158517,ENST00000289473,sp|P14598|NCF1_HUMAN
ENSG00000158528,ENST00000289495,sp|Q9ULJ8|NEB1_HUMAN
ENSG00000158552,ENST00000289528,sp|Q8WV99|ZFN2B_HUMAN
ENSG00000015520,ENST00000289547,sp|Q9UHC9|NPCL1_HUMAN
ENSG00000158683,ENST00000289672,sp|Q8TDX9|PK1L1_HUMAN
ENSG00000158714,ENST00000289707,sp|Q9P0V8|SLAF8_HUMAN
ENSG00000029534,ENST00000289734,sp|P16157|ANK1_HUMAN
ENSG00000129910,ENST00000289746,sp|P55291|CAD15_HUMAN
ENSG00000158748,ENST00000289753,sp|P50406|5HT6R_HUMAN
ENSG00000187987,ENST00000289788,sp|Q3MJ62|ZSC23_HUMAN
ENSG00000158792,ENST00000289805,sp|Q8IUW3|SPA2L_HUMAN
ENSG00000158816,ENST00000289815,sp|Q5TIE3|VW5B1_HUMAN
ENSG00000143258,ENST00000289865,sp|Q9UK80|UBP21_HUMAN
ENSG00000158869,ENST00000289902,sp|P30273|FCERG_HUMAN
ENSG00000158863,ENST00000289921,sp|Q86V87|FHI2B_HUMAN
ENSG00000158865,ENST00000347898,sp|Q8WWX8|SC5AB_HUMAN
ENSG00000147432,ENST00000289957,sp|Q05901|ACHB3_HUMAN
ENSG00000140750,ENST00000289968,sp|Q68EM7|RHG17_HUMAN
ENSG00000241852,ENST00000289989,sp|Q8NAV2|CH058_HUMAN
ENSG00000158955,ENST00000290015,sp|O14905|WNT9B_HUMAN
ENSG00000244187,ENST00000290079,sp|Q96I45|TM141_HUMAN
ENSG00000142789,ENST00000290122,sp|P09093|CEL3A_HUMAN
ENSG00000159055,ENST00000290130,sp|Q9NYP9|MS18A_HUMAN
ENSG00000159079,ENST00000290155,sp|P57076|CF298_HUMAN
ENSG00000108424,ENST00000290158,sp|Q14974|IMB1_HUMAN
ENSG00000162552,ENST00000290167,sp|P56705|WNT4_HUMAN
ENSG00000243646,ENST00000290200,sp|Q08334|I10R2_HUMAN
ENSG00000140199,ENST00000290209,sp|Q9UHW9|S12A6_HUMAN
ENSG00000141295,ENST00000290216,sp|Q96FV2|SCRN2_HUMAN
ENSG00000159128,ENST00000290219,sp|P38484|INGR2_HUMAN
ENSG00000124160,ENST00000290231,sp|Q9HCD5|NCOA5_HUMAN
ENSG00000062598,ENST00000290246,sp|Q96JJ3|ELMO2_HUMAN
ENSG00000159167,ENST00000290271,sp|P52823|STC1_HUMAN
ENSG00000060491,ENST00000290291,sp|Q9NZT2|OGFR_HUMAN
ENSG00000159182,ENST00000290294,sp|Q96KF2|PRAC1_HUMAN
ENSG00000159184,ENST00000290295,sp|Q92826|HXB13_HUMAN
ENSG00000241837,ENST00000290299,sp|P48047|ATPO_HUMAN
ENSG00000159197,ENST00000290310,sp|Q9Y6J6|KCNE2_HUMAN
ENSG00000159210,ENST00000290330,sp|Q96H20|SNF8_HUMAN
ENSG00000159212,ENST00000349499,sp|Q96NY7|CLIC6_HUMAN
ENSG00000159217,ENST00000290341,sp|Q9NZI8|IF2B1_HUMAN
ENSG00000159228,ENST00000290349,sp|P16152|CBR1_HUMAN
ENSG00000159231,ENST00000290354,sp|O75828|CBR3_HUMAN
ENSG00000159248,ENST00000290374,sp|Q9UKL4|CXD2_HUMAN
ENSG00000159251,ENST00000290378,sp|P68032|ACTC_HUMAN
ENSG00000159263,ENST00000290399,sp|Q14190|SIM2_HUMAN
ENSG00000156642,ENST00000345330,sp|Q9Y639|NPTN_HUMAN
ENSG00000125861,ENST00000290417,sp|Q9GZZ7|GFRA4_HUMAN
ENSG00000100294,ENST00000290429,sp|Q8IVS2|FABD_HUMAN
ENSG00000159289,ENST00000290438,sp|Q9NYA3|GOG6A_HUMAN
ENSG00000159337,ENST00000290472,sp|Q86XP0|PA24D_HUMAN
ENSG00000143390,ENST00000290524,sp|P48382|RFX5_HUMAN
ENSG00000159374,ENST00000290536,sp|Q8TC57|M1AP_HUMAN
ENSG00000159377,ENST00000290541,sp|P28070|PSB4_HUMAN
ENSG00000159388,ENST00000290551,sp|P78543|BTG2_HUMAN
ENSG00000159387,ENST00000290552,sp|P78412|IRX6_HUMAN
ENSG00000159398,ENST00000290567,sp|Q6NT32|EST5A_HUMAN
ENSG00000159399,ENST00000290573,sp|P52789|HXK2_HUMAN
ENSG00000159409,ENST00000290583,sp|Q5SZQ8|CELF3_HUMAN
ENSG00000159423,ENST00000290597,sp|P30038|AL4A1_HUMAN
ENSG00000159433,ENST00000290607,sp|Q9P2P6|STAR9_HUMAN
ENSG00000159461,ENST00000290649,sp|Q9UKV5|AMFR_HUMAN
ENSG00000159459,ENST00000290650,sp|Q8IWV7|UBR1_HUMAN
ENSG00000159496,ENST00000290691,sp|Q8IZJ4|RGDSR_HUMAN
ENSG00000205362,ENST00000290705,sp|P04731|MT1A_HUMAN
ENSG00000159527,ENST00000290722,sp|Q96LB9|PGRP3_HUMAN
ENSG00000159556,ENST00000290759,sp|Q96A47|ISL2_HUMAN
ENSG00000133433,ENST00000290765,sp|P0CG30|GSTT2_HUMAN
ENSG00000140848,ENST00000290776,sp|Q96FN4|CPNE2_HUMAN
ENSG00000159593,ENST00000290810,sp|Q13564|ULA1_HUMAN
ENSG00000159618,ENST00000349457,sp|Q8IZF4|AGRG5_HUMAN
ENSG00000069493,ENST00000290855,sp|Q9UHP7|CLC2D_HUMAN
ENSG00000159640,ENST00000290866,sp|P12821|ACE_HUMAN
ENSG00000159650,ENST00000290868,sp|Q96N76|HUTU_HUMAN
ENSG00000159648,ENST00000290871,sp|Q6URK8|TEPP_HUMAN
ENSG00000138606,ENST00000290894,sp|Q7M4L6|SHF_HUMAN
ENSG00000159674,ENST00000290902,sp|Q9BUD6|SPON2_HUMAN
ENSG00000159685,ENST00000290913,sp|Q9BRQ6|MIC25_HUMAN
ENSG00000230453,ENST00000290943,sp|A2A2Z9|AN18B_HUMAN
ENSG00000159720,ENST00000290949,sp|P61421|VA0D1_HUMAN
ENSG00000159723,ENST00000290953,sp|O00253|AGRP_HUMAN
ENSG00000159733,ENST00000290974,sp|Q9HCC9|LST2_HUMAN
ENSG00000159763,ENST00000291009,sp|P12273|PIP_HUMAN
ENSG00000159792,ENST00000291041,sp|P11801|KPSH1_HUMAN
ENSG00000159917,ENST00000291182,sp|Q14590|ZN235_HUMAN
ENSG00000159958,ENST00000291232,sp|Q96RJ3|TR13C_HUMAN
ENSG00000105287,ENST00000291281,sp|Q9BZL6|KPCD2_HUMAN
ENSG00000160013,ENST00000291294,sp|P43119|PI2R_HUMAN
ENSG00000160014,ENST00000291295,sp|P0DP25|CALM3_HUMAN
ENSG00000160075,ENST00000291386,sp|Q9NP77|SSU72_HUMAN
ENSG00000116525,ENST00000291416,sp|Q9BVG3|TRI62_HUMAN
ENSG00000072958,ENST00000291439,sp|Q9BXS5|AP1M1_HUMAN
ENSG00000160113,ENST00000291442,sp|P10588|NR2F6_HUMAN
ENSG00000160124,ENST00000291458,sp|Q4VC31|MIX23_HUMAN
ENSG00000187664,ENST00000291481,sp|Q86UW8|HPLN4_HUMAN
ENSG00000160161,ENST00000291495,sp|Q8IUL8|CILP2_HUMAN
ENSG00000160181,ENST00000291526,sp|Q03403|TFF2_HUMAN
ENSG00000160182,ENST00000291527,sp|P04155|TFF1_HUMAN
ENSG00000160185,ENST00000291535,sp|P57075|UBS3A_HUMAN
ENSG00000160188,ENST00000291536,sp|Q8WYR4|RSPH1_HUMAN
ENSG00000160199,ENST00000291547,sp|P55347|PKNX1_HUMAN
ENSG00000160201,ENST00000291552,sp|Q01081|U2AF1_HUMAN
ENSG00000160202,ENST00000291554,sp|P02489|CRYAA_HUMAN
ENSG00000160207,ENST00000291560,sp|O75031|HSF2B_HUMAN
ENSG00000160209,ENST00000291565,sp|O00764|PDXK_HUMAN
ENSG00000160213,ENST00000291568,sp|P04080|CYTB_HUMAN
ENSG00000160216,ENST00000291572,sp|Q9NRZ7|PLCC_HUMAN
ENSG00000160218,ENST00000291574,sp|P48553|TPC10_HUMAN
ENSG00000241945,ENST00000291576,sp|Q15269|PWP2_HUMAN
ENSG00000160221,ENST00000291577,sp|P0DPI2|GAL3A_HUMAN
ENSG00000160224,ENST00000291582,sp|O43918|AIRE_HUMAN
ENSG00000160233,ENST00000291592,sp|Q9BY71|LRRC3_HUMAN
ENSG00000198440,ENST00000291598,sp|Q96ND8|ZN583_HUMAN
ENSG00000125498,ENST00000291633,sp|P43626|KI2L1_HUMAN
ENSG00000160282,ENST00000291670,sp|O95954|FTCD_HUMAN
ENSG00000160284,ENST00000291672,sp|Q9H0A9|SPC1L_HUMAN
ENSG00000160298,ENST00000291691,sp|P58505|CU058_HUMAN
ENSG00000160307,ENST00000291700,sp|P04271|S100B_HUMAN
ENSG00000254521,ENST00000291707,sp|Q96PQ1|SIG12_HUMAN
ENSG00000160318,ENST00000291715,sp|Q8NHS1|CLDN2_HUMAN
ENSG00000160339,ENST00000291744,sp|Q15485|FCN2_HUMAN
ENSG00000239961,ENST00000291759,sp|P59901|LIRA4_HUMAN
ENSG00000160396,ENST00000291823,sp|Q8NE63|HIPK4_HUMAN
ENSG00000160410,ENST00000291842,sp|Q8TBC3|SHKB1_HUMAN
ENSG00000160445,ENST00000291900,sp|Q7Z7L7|ZER1_HUMAN
ENSG00000160447,ENST00000291906,sp|Q6P5Z2|PKN3_HUMAN
ENSG00000160472,ENST00000291934,sp|Q8WZ59|TM190_HUMAN
ENSG00000179709,ENST00000291971,sp|Q86W28|NALP8_HUMAN
ENSG00000160563,ENST00000292035,sp|Q6P2C8|MED27_HUMAN
ENSG00000160606,ENST00000292090,sp|Q96CP7|TLCD1_HUMAN
ENSG00000244045,ENST00000292114,sp|Q8N511|TM199_HUMAN
ENSG00000170848,ENST00000292125,sp|Q00889|PSG6_HUMAN
ENSG00000176531,ENST00000292140,sp|Q6NSJ2|PHLB3_HUMAN
ENSG00000105755,ENST00000292147,sp|O95571|ETHE1_HUMAN
ENSG00000160678,ENST00000292169,sp|P23297|S10A1_HUMAN
ENSG00000160683,ENST00000292174,sp|P32302|CXCR5_HUMAN
ENSG00000160714,ENST00000292211,sp|Q7Z7E8|UB2Q1_HUMAN
ENSG00000160746,ENST00000292246,sp|Q9NW15|ANO10_HUMAN
ENSG00000160781,ENST00000292291,sp|Q6TCH4|PAQR6_HUMAN
ENSG00000160791,ENST00000292303,sp|P51681|CCR5_HUMAN
ENSG00000160813,ENST00000292330,sp|Q8TAP8|PPR35_HUMAN
ENSG00000070423,ENST00000292363,sp|Q9BV68|RN126_HUMAN
ENSG00000213420,ENST00000292377,sp|Q8N158|GPC2_HUMAN
ENSG00000160862,ENST00000292401,sp|P25311|ZA2G_HUMAN
ENSG00000160867,ENST00000292408,sp|P22455|FGFR4_HUMAN
ENSG00000160882,ENST00000292427,sp|P15538|C11B1_HUMAN
ENSG00000160886,ENST00000292430,sp|Q17RY6|LY6K_HUMAN
ENSG00000160877,ENST00000292431,sp|Q96RE7|NACC1_HUMAN
ENSG00000160883,ENST00000292432,sp|P52790|HXK3_HUMAN
ENSG00000160888,ENST00000292433,sp|Q9BTL4|IER2_HUMAN
ENSG00000166529,ENST00000292450,sp|Q9Y5A6|ZSC21_HUMAN
ENSG00000160917,ENST00000292476,sp|O95639|CPSF4_HUMAN
ENSG00000106246,ENST00000292478,sp|O75127|PTCD1_HUMAN
ENSG00000160951,ENST00000292513,sp|P34995|PE2R1_HUMAN
ENSG00000160961,ENST00000292530,sp|Q96JL9|ZN333_HUMAN
ENSG00000160972,ENST00000292539,sp|Q96I34|PP16A_HUMAN
ENSG00000198169,ENST00000292562,sp|Q9BRH9|ZN251_HUMAN
ENSG00000160993,ENST00000292566,sp|Q9NXW9|ALKB4_HUMAN
ENSG00000160994,ENST00000292574,sp|Q8IYK2|CC105_HUMAN
ENSG00000129968,ENST00000292577,sp|Q96GS6|AB17A_HUMAN
ENSG00000161010,ENST00000292586,sp|Q6NTE8|MRNIP_HUMAN
ENSG00000161013,ENST00000292591,sp|Q9UQ53|MGT4B_HUMAN
ENSG00000213316,ENST00000292596,sp|Q16873|LTC4S_HUMAN
ENSG00000161021,ENST00000292599,sp|Q92585|MAML1_HUMAN
ENSG00000161031,ENST00000292609,sp|Q96PD5|PGRP2_HUMAN
ENSG00000005075,ENST00000292614,sp|P52435|RPB11_HUMAN
ENSG00000161036,ENST00000292616,sp|Q9UFC0|LRWD1_HUMAN
ENSG00000161055,ENST00000292641,sp|Q96QR1|SG3A1_HUMAN
ENSG00000161082,ENST00000292672,sp|Q8N6W0|CELF5_HUMAN
ENSG00000161179,ENST00000292778,sp|A8MPS7|YDJC_HUMAN
ENSG00000161180,ENST00000292779,sp|Q8IYX3|CC116_HUMAN
ENSG00000043093,ENST00000292782,sp|Q96GG9|DCNL1_HUMAN
ENSG00000161203,ENST00000292807,sp|Q96CW1|AP2M1_HUMAN
ENSG00000161217,ENST00000292823,sp|P49585|PCY1A_HUMAN
ENSG00000196967,ENST00000292841,sp|Q6P3V2|Z585A_HUMAN
ENSG00000269190,ENST00000292852,sp|Q96EF6|FBX17_HUMAN
ENSG00000161243,ENST00000292853,sp|Q8NI29|FBX27_HUMAN
ENSG00000161277,ENST00000292894,sp|Q8NA92|THAP8_HUMAN
ENSG00000161281,ENST00000292907,sp|P24310|CX7A1_HUMAN
ENSG00000161509,ENST00000293190,sp|Q14957|NMDE3_HUMAN
ENSG00000161533,ENST00000293217,sp|Q15067|ACOX1_HUMAN
ENSG00000161544,ENST00000293230,sp|Q8WWM9|CYGB_HUMAN
ENSG00000105507,ENST00000293255,sp|Q9NP86|CABP5_HUMAN
ENSG00000161558,ENST00000293261,sp|Q96AN5|TM143_HUMAN
ENSG00000161594,ENST00000293303,sp|Q6JEL2|KLH10_HUMAN
ENSG00000173757,ENST00000293328,sp|P51692|STA5B_HUMAN
ENSG00000161610,ENST00000293330,sp|O43612|OREX_HUMAN
ENSG00000161618,ENST00000293350,sp|Q8IZ83|A16A1_HUMAN
ENSG00000123338,ENST00000293373,sp|P55160|NCKPL_HUMAN
ENSG00000161638,ENST00000293379,sp|P08648|ITA5_HUMAN
ENSG00000161653,ENST00000293404,sp|Q8N159|NAGS_HUMAN
ENSG00000161652,ENST00000293405,sp|Q6UXV1|IZUM2_HUMAN
ENSG00000161654,ENST00000293406,sp|Q3MHD2|LSM12_HUMAN
ENSG00000161664,ENST00000293414,sp|Q96NS5|ASB16_HUMAN
ENSG00000161681,ENST00000293441,sp|Q9Y566|SHAN1_HUMAN
ENSG00000161682,ENST00000293443,sp|A8MVW0|F1712_HUMAN
ENSG00000176024,ENST00000293471,sp|Q6PF04|ZN613_HUMAN
ENSG00000170426,ENST00000293502,sp|Q8NEX9|DR9C7_HUMAN
ENSG00000125084,ENST00000293549,sp|P04628|WNT1_HUMAN
ENSG00000161798,ENST00000293599,sp|P55064|AQP5_HUMAN
ENSG00000139610,ENST00000293636,sp|Q9UNI1|CELA1_HUMAN
ENSG00000161835,ENST00000293662,sp|Q7Z6J2|GRASP_HUMAN
ENSG00000170523,ENST00000293670,sp|P78385|KRT83_HUMAN
ENSG00000065989,ENST00000293683,sp|P27815|PDE4A_HUMAN
ENSG00000161860,ENST00000293695,sp|Q6PIF2|SYCE2_HUMAN
ENSG00000188868,ENST00000293725,sp|Q8TA94|ZN563_HUMAN
ENSG00000161896,ENST00000293756,sp|Q96PC2|IP6K3_HUMAN
ENSG00000161904,ENST00000293760,sp|Q8NC56|LEMD2_HUMAN
ENSG00000161905,ENST00000293761,sp|P16050|LOX15_HUMAN
ENSG00000161914,ENST00000293771,sp|Q96CK0|ZN653_HUMAN
ENSG00000161920,ENST00000293777,sp|Q9P086|MED11_HUMAN
ENSG00000161921,ENST00000293778,sp|Q9H2A7|CXL16_HUMAN
ENSG00000161940,ENST00000293805,sp|Q8N143|BCL6B_HUMAN
ENSG00000239697,ENST00000293825,sp|O43508|TNF12_HUMAN
ENSG00000161958,ENST00000293829,sp|Q92914|FGF11_HUMAN
ENSG00000161960,ENST00000293831,sp|P60842|IF4A1_HUMAN
ENSG00000161973,ENST00000293845,sp|Q96M95|CCD42_HUMAN
ENSG00000103355,ENST00000293851,sp|Q8NF86|PRS33_HUMAN
ENSG00000161980,ENST00000293860,sp|Q9Y2Y1|RPC10_HUMAN
ENSG00000007392,ENST00000293872,sp|Q9NQ29|LUC7L_HUMAN
ENSG00000161996,ENST00000293879,sp|Q96KV7|WDR90_HUMAN
ENSG00000127580,ENST00000293883,sp|Q96S15|WDR24_HUMAN
ENSG00000162004,ENST00000293889,sp|A2IDD5|CCD78_HUMAN
ENSG00000005513,ENST00000293894,sp|P57073|SOX8_HUMAN
ENSG00000162009,ENST00000293897,sp|P35346|SSR5_HUMAN
ENSG00000162066,ENST00000293971,sp|Q9Y303|NAGA_HUMAN
ENSG00000162068,ENST00000293973,sp|O00634|NET3_HUMAN
ENSG00000188827,ENST00000294008,sp|Q8IY92|SLX4_HUMAN
ENSG00000162104,ENST00000294016,sp|O60503|ADCY9_HUMAN
ENSG00000162139,ENST00000294064,sp|Q9UQ49|NEUR3_HUMAN
ENSG00000168067,ENST00000294066,sp|Q12851|M4K2_HUMAN
ENSG00000162144,ENST00000294072,sp|Q8NBI2|CYAC3_HUMAN
ENSG00000162188,ENST00000294117,sp|P63215|GBG3_HUMAN
ENSG00000162227,ENST00000294168,sp|Q9Y6J9|TAF6L_HUMAN
ENSG00000162231,ENST00000294172,sp|Q9UBU9|NXF1_HUMAN
ENSG00000114737,ENST00000348721,sp|Q9NSE2|CISH_HUMAN
ENSG00000162236,ENST00000294179,sp|Q13190|STX5_HUMAN
ENSG00000162244,ENST00000294189,sp|P47914|RL29_HUMAN
ENSG00000168005,ENST00000294244,sp|Q9BUA3|SPNDC_HUMAN
ENSG00000162300,ENST00000294258,sp|O95159|ZFPL1_HUMAN
ENSG00000167791,ENST00000294288,sp|Q9NPB3|CABP2_HUMAN
ENSG00000162337,ENST00000294304,sp|O75197|LRP5_HUMAN
ENSG00000162341,ENST00000294309,sp|Q8NHX9|TPC2_HUMAN
ENSG00000162344,ENST00000294312,sp|O95750|FGF19_HUMAN
ENSG00000162366,ENST00000294338,sp|Q13113|PDZ1I_HUMAN
ENSG00000162378,ENST00000294353,sp|Q9C0D3|ZY11B_HUMAN
ENSG00000162384,ENST00000294360,sp|Q9NWV4|CZIB_HUMAN
ENSG00000162402,ENST00000294383,sp|Q9UPU5|UBP24_HUMAN
ENSG00000188672,ENST00000294413,sp|P18577|RHCE_HUMAN
ENSG00000162444,ENST00000294435,sp|Q96R05|RET7_HUMAN
ENSG00000162461,ENST00000294454,sp|Q6PIV7|S2534_HUMAN
ENSG00000204624,ENST00000294484,sp|Q9P2K9|DISP3_HUMAN
ENSG00000162490,ENST00000294485,sp|Q8NBI3|DRAXI_HUMAN
ENSG00000162493,ENST00000294489,sp|Q86YL7|PDPN_HUMAN
ENSG00000162511,ENST00000294507,sp|Q13571|LAPM5_HUMAN
ENSG00000142920,ENST00000294517,sp|Q96A70|AZIN2_HUMAN
ENSG00000162542,ENST00000294543,sp|Q5TGY1|TMCO4_HUMAN
ENSG00000162592,ENST00000294600,sp|Q2M243|CCD27_HUMAN
ENSG00000130158,ENST00000294618,sp|Q96HP0|DOCK6_HUMAN
ENSG00000162621,ENST00000294635,sp|A6NM62|LRC53_HUMAN
ENSG00000162643,ENST00000294664,sp|Q8IWG1|DNAI3_HUMAN
ENSG00000213512,ENST00000294671,sp|Q8N8V2|GBP7_HUMAN
ENSG00000162676,ENST00000294702,sp|Q99684|GFI1_HUMAN
ENSG00000162687,ENST00000294725,sp|Q6UVM3|KCNT2_HUMAN
ENSG00000162692,ENST00000294728,sp|P19320|VCAM1_HUMAN
ENSG00000162702,ENST00000294740,sp|Q9Y2X9|ZN281_HUMAN
ENSG00000162714,ENST00000294753,sp|Q96IT1|ZN496_HUMAN
ENSG00000162736,ENST00000294785,sp|Q92542|NICA_HUMAN
ENSG00000162745,ENST00000294794,sp|Q68BL8|OLM2B_HUMAN
ENSG00000162757,ENST00000294811,sp|Q96LT6|CA074_HUMAN
ENSG00000162763,ENST00000294818,sp|Q8N7C0|LRC52_HUMAN
ENSG00000162771,ENST00000294829,sp|Q8IYT1|FA71A_HUMAN
ENSG00000162817,ENST00000294889,sp|Q9H7X2|CA115_HUMAN
ENSG00000153250,ENST00000348849,sp|P29558|RBMS1_HUMAN
ENSG00000162869,ENST00000294952,sp|Q6ZMI0|PPR21_HUMAN
ENSG00000138039,ENST00000294954,sp|P22888|LSHR_HUMAN
ENSG00000162878,ENST00000294964,sp|Q504Y2|PKDCC_HUMAN
ENSG00000162882,ENST00000294973,sp|P46952|3HAO_HUMAN
ENSG00000162909,ENST00000295006,sp|P17655|CAN2_HUMAN
ENSG00000162924,ENST00000295025,sp|Q04864|REL_HUMAN
ENSG00000162928,ENST00000295030,sp|Q92968|PEX13_HUMAN
ENSG00000162944,ENST00000295049,sp|Q52LD8|RFTN2_HUMAN
ENSG00000010072,ENST00000295050,sp|Q9H040|SPRTN_HUMAN
ENSG00000162949,ENST00000295055,sp|Q6MZZ7|CAN13_HUMAN
ENSG00000162951,ENST00000295057,sp|Q86UE6|LRRT1_HUMAN
ENSG00000162959,ENST00000295065,sp|Q9Y316|MEMO1_HUMAN
ENSG00000162972,ENST00000295079,sp|Q8WWC4|MAIP1_HUMAN
ENSG00000162975,ENST00000295082,sp|Q9H3M0|KCNF1_HUMAN
ENSG00000162976,ENST00000295083,sp|Q8N755|S66A3_HUMAN
ENSG00000162980,ENST00000295087,sp|Q9Y689|ARL5A_HUMAN
ENSG00000162981,ENST00000295092,sp|Q96KN4|LRAT1_HUMAN
ENSG00000075884,ENST00000295095,sp|Q53QZ3|RHG15_HUMAN
ENSG00000162989,ENST00000295101,sp|P48549|KCNJ3_HUMAN
ENSG00000162992,ENST00000295108,sp|Q13562|NDF1_HUMAN
ENSG00000162998,ENST00000295113,sp|Q92765|SFRP3_HUMAN
ENSG00000163001,ENST00000349456,sp|Q96G28|CFA36_HUMAN
ENSG00000163002,ENST00000295119,sp|Q8NFH5|NUP35_HUMAN
ENSG00000243667,ENST00000295121,sp|Q96MX6|DAA10_HUMAN
ENSG00000163006,ENST00000295124,sp|Q96M89|CC138_HUMAN
ENSG00000163012,ENST00000295131,sp|Q8NEG5|ZSWM2_HUMAN
ENSG00000163017,ENST00000345517,sp|P63267|ACTH_HUMAN
ENSG00000163026,ENST00000295148,sp|Q9H6R7|WDCP_HUMAN
ENSG00000186453,ENST00000295150,sp|Q86W67|F228A_HUMAN
ENSG00000163040,ENST00000295171,sp|Q96AQ1|CC74A_HUMAN
ENSG00000163053,ENST00000295190,sp|Q7RTX9|MOT14_HUMAN
ENSG00000163060,ENST00000295201,sp|Q8WW24|TEKT4_HUMAN
ENSG00000163064,ENST00000295206,sp|Q05925|HME1_HUMAN
ENSG00000144026,ENST00000295208,sp|Q96K75|ZN514_HUMAN
ENSG00000163071,ENST00000295213,sp|Q8TC71|MIEAP_HUMAN
ENSG00000163083,ENST00000295228,sp|P09529|INHBB_HUMAN
ENSG00000163093,ENST00000295240,sp|Q8N3I7|BBS5_HUMAN
ENSG00000163106,ENST00000295256,sp|O60760|HPGDS_HUMAN
ENSG00000163114,ENST00000295266,sp|P29803|ODPAT_HUMAN
ENSG00000163116,ENST00000295268,sp|Q8N412|STPG2_HUMAN
ENSG00000180251,ENST00000295269,sp|Q6AI14|SL9A4_HUMAN
ENSG00000143942,ENST00000295304,sp|Q8WUX2|CHAC2_HUMAN
ENSG00000163157,ENST00000295314,sp|Q9NZQ9|TMOD4_HUMAN
ENSG00000163162,ENST00000295317,sp|Q8NC42|RN149_HUMAN
ENSG00000163166,ENST00000295321,sp|Q96ST2|IWS1_HUMAN
ENSG00000163209,ENST00000295367,sp|Q9UBC9|SPRR3_HUMAN
ENSG00000163217,ENST00000295379,sp|O95393|BMP10_HUMAN
